epoch,train_loss,val_loss,train_object_loss,val_object_loss,val_object_macro_f1,train_changeflag_loss,val_changeflag_loss,val_changeflag_f1
1,1.2312763743527488,1.4102465839762437,0.9938212936822,1.1805859653181152,0.14680140581023995,0.4749101705764183,0.45932124476683767,0.8533998752339363
2,1.0207362737039196,1.1692000731433694,0.8310673474812236,0.9828571050770973,0.1781809022926484,0.3793378531819514,0.3726859292701671,0.8818897637795275
3,0.845616817587682,1.1137296839764244,0.6987922473778743,0.9448730944606819,0.19281288464713142,0.29364914024964034,0.3377131786393492,0.9011764705882352
4,0.6921296892510621,1.4871821852498932,0.5778684995133614,1.3289658742662716,0.22070429175341524,0.2285223841638846,0.31643263966237245,0.9071925754060325
5,0.5462593066828333,1.5363012564025427,0.4606756251801103,1.3552877916219204,0.20431576062238835,0.17116736314000966,0.3620269418154892,0.9031877213695395
6,0.4480299103735971,2.0189245884355747,0.3836325413260623,1.8381732981161851,0.23377217010217155,0.12879473528339608,0.36150257071284086,0.913823019086177
7,0.3741263890844334,2.768626971856544,0.3237618068835128,2.52600342336748,0.23072710758014892,0.10072916431154191,0.485247068303196,0.8996996996996997
8,0.29478283334141,2.8515417443000173,0.2589643693072261,2.60291679374457,0.23216366272621228,0.07163692816929049,0.4972498583068189,0.9043583535108959
9,0.23952532483144404,3.5981225654678908,0.21702132515694253,3.3597971517470127,0.21762307587303423,0.04500799861200111,0.47665081271215487,0.9160756501182034
10,0.2063954903995583,3.6418706369831373,0.1896877345760059,3.403614754408696,0.23332506465493816,0.033415511020099806,0.4765117907112366,0.920447849145551
11,0.1624194900770831,3.7227941000662548,0.15265362191336238,3.455018551189967,0.21500756628346004,0.019531735726109858,0.5355511579515511,0.9120287253141831
12,0.12541379465831323,4.371700726091053,0.12069445599876202,4.070932885664853,0.22603598727567134,0.00943867780794717,0.6015356788166651,0.9094202898550725
13,0.10318010381313161,4.097790620939218,0.0970486543484797,3.7933878428792873,0.26252588965600376,0.012262898707539268,0.6088055982989701,0.9269729093050648
14,0.06923804660026735,5.083727938760268,0.0649662694907942,4.756581480614841,0.20094918625977187,0.008543554034751146,0.6542929761313931,0.9224393132030787
15,0.058418486449697514,5.622778630178225,0.05580425999718701,5.282932970917931,0.16937792812814934,0.005228453125983269,0.6796913705276031,0.9259039715471251
16,0.03840473506638618,6.032336929028756,0.036202636379182,5.661735806197516,0.1701412534818212,0.0044041973592477985,0.7412021960879333,0.9237089201877934
17,0.02471788839159087,6.495429362595467,0.02295754098788456,6.093242769946779,0.17736549436014148,0.0035206948364680363,0.8043731348589063,0.9195678271308524
18,0.019681029847270663,6.7825924818967716,0.01886023189138821,6.417887670046184,0.17759590698613525,0.001641595625893083,0.7294096067229188,0.9292811221507891
19,0.010988596817966552,6.870023364507544,0.010506806427234661,6.497008209766232,0.17157321005487436,0.0009635807915892587,0.7460303992817277,0.9294460641399417
20,0.007205326008952812,7.031875218003399,0.00679841711810941,6.647581254226057,0.17473372226210968,0.000813817843629274,0.7685879229224826,0.9233511586452763
21,0.005721583727341297,7.177190333376003,0.005620197025100874,6.785415392777515,0.17352857714964334,0.00020277331113141824,0.7835499605065898,0.9204275534441805
22,0.003506412527789189,7.07972740761225,0.003448280836681134,6.695803748411173,0.18611259122177534,0.00011626331829557774,0.7678474069107324,0.9266862170087976
23,0.0007390702426216225,7.172235799757273,0.0007006311484353246,6.788074555071561,0.19193650381150382,7.687818313349138e-05,0.7683224769088587,0.9262295081967213
