epoch,train_loss,val_loss,train_event_loss,val_event_loss,val_event_macro_f1,train_changeflag_loss,val_changeflag_loss,val_changeflag_f1
1,1.0803069012765667,0.9521818851169787,0.8607526093948888,0.7883349657058716,0.2173583542828327,0.43910858490084875,0.3276938301952262,0.9099048684946839
2,0.8688056082215928,0.875813857505196,0.7275655993068492,0.7473010640395316,0.2340679702927495,0.28248001532700223,0.2570255900684156,0.9284507042253521
3,0.7752585119873513,0.8427131599501559,0.6683136579644589,0.7276189562521482,0.24383393590678368,0.21388970508830238,0.23018840739601537,0.9353523587652883
4,0.7044011035948309,0.8257433454457083,0.6214429178765712,0.7231623651949983,0.25365731675586706,0.16591637763585754,0.20516194363957957,0.9430232558139535
5,0.6434090546979249,0.8169149521150088,0.577451191330684,0.7215020609529395,0.25577289886126964,0.13191572653542039,0.1908257631094832,0.9517722254503196
6,0.5897732306527728,0.823525281328904,0.5365110187585117,0.7309131887006132,0.25853671379010384,0.10652442233821818,0.18522419035434723,0.9518213866039953
7,0.5411297367274306,0.8237308769633895,0.4973624451014832,0.7323711706619513,0.26149479510789025,0.08753458456001209,0.1827194298568525,0.9528857479387515
8,0.49404444790068475,0.84876207693627,0.458108693588781,0.7582008687681273,0.2621472638658671,0.07187150482742385,0.18112240770929738,0.955503512880562
9,0.4504703192310479,0.8703373250992674,0.42187560833137455,0.7770372510544563,0.2628204441043988,0.05718942221168798,0.18660015044243713,0.9514903565166569
10,0.40663916691568974,0.8793259615960874,0.3847068775701159,0.788663632383472,0.26431316434751967,0.04386458044715283,0.18132466293479266,0.9543325526932084
11,0.37158933896144836,0.9067912899742001,0.35181621035546745,0.8139803036067047,0.2587649152301756,0.0395462567498552,0.18562197253892296,0.9563191613278975
12,0.33820633533346744,0.9308528098228731,0.3217248230717564,0.8365221181394238,0.2576146660224876,0.032963025895523204,0.18866138807252833,0.9525483304042179
13,0.3058254715368038,0.9652017756904426,0.2926147582421776,0.8659909538140422,0.26124932348469926,0.026421426887844355,0.19842164032161236,0.9505882352941176
14,0.2794860699249588,1.0288156574886096,0.26879696957482635,0.9305229680612683,0.2484346100768775,0.021378201706235417,0.19658538042322585,0.9524368761009983
15,0.2553888976801443,1.0346536097165786,0.24509179125760347,0.9361032561251992,0.24618615021181658,0.02059421189243102,0.19710070786899642,0.9524926686217009
16,0.23441259437844952,1.0740610396391468,0.22593203937734357,0.9733697430377728,0.25983877095639957,0.0169611101124066,0.2013826013395661,0.9518779342723005
17,0.21602003958844046,1.1271071751651012,0.20774258991689173,1.0210379033692574,0.2430820295677154,0.01655489993317209,0.21213855300294726,0.9541497388276262
18,0.19765456089081654,1.168858957329863,0.19064560179946988,1.0620012480863614,0.24037288020226324,0.014017919618778556,0.21371543623114886,0.9508196721311475
19,0.18534226306067167,1.2306291359035593,0.1787868333226852,1.12528861108187,0.2360117070089244,0.013110859198709026,0.2106810706716619,0.9505882352941176
20,0.17149933979256463,1.2166140680446436,0.1660256770844678,1.1101196858737814,0.2394586982964997,0.0109473260720296,0.21298874463689954,0.9505882352941176
21,0.15826200119411674,1.2414704338696443,0.15305629349846878,1.132821828862162,0.22923811599960223,0.010411415313093262,0.2172972030300451,0.9512051734273956
