epoch,train_loss,val_loss,train_attribute_loss,val_attribute_loss,val_attribute_macro_f1,train_changeflag_loss,val_changeflag_loss,val_changeflag_f1
1,1.5976400380465468,0.27529378529441983,1.3359089473844727,0.0367685293068031,0.11283452498225184,0.5234621886744699,0.47705051185269104,0.882950293960449
2,0.78907505230192,0.16991660954724802,0.6232886387678412,0.0037106869077481526,0.11283452498225184,0.331572830195436,0.3324118440872745,0.914952751528627
3,0.5784135798750155,0.17740265255499826,0.4643334054012744,0.016469247962384925,0.11283452498225184,0.22816035113237204,0.3218668119148596,0.9295618413754853
4,0.7965788633275791,1.147231522555414,0.7090584146278953,1.0086912212121348,0.13542938283472308,0.17504089217307223,0.27708062965815006,0.9435897435897436
5,0.6873613716963636,2.578981860442773,0.6116918814642985,2.455382662969274,0.14107592387793322,0.15133898991369021,0.24719840540599666,0.93048128342246
6,0.5750146616151124,10.575868951309914,0.5155576047741635,10.32086327263249,0.14430480313663407,0.11891412674608735,0.5100114148042753,0.8692852543464262
7,0.9969586487788664,5.723117426111314,0.9401612086472776,5.596823957068601,0.1412575496854808,0.11359487835250569,0.2525869722380058,0.9408983451536643
8,1.4682467694185362,10.705362150274022,1.420897420656871,10.482120382942652,0.14460785302301546,0.09469870976331739,0.446483475738205,0.8867805186590766
9,1.6829993569862254,8.139848671976084,1.6392245104628484,8.001800995764299,0.14665308453404444,0.08754969198794986,0.2760953526196413,0.9428238039673279
10,1.5206315047160754,10.40697976999524,1.483031127630191,10.269103768391927,0.15289638968630706,0.07520075199396098,0.2757520855061318,0.9363957597173145
11,1.7439255895227648,9.15741624241989,1.7075550457243116,9.016643762159603,0.14894907540792268,0.07274108067041568,0.28154510090519724,0.9349253731343283
12,1.468225408582718,10.398983202188424,1.4364504105634563,10.263051390353786,0.14753764477122486,0.06354999832787725,0.27186387754045427,0.9395894428152493
13,1.311598171076309,12.494491486274024,1.2834204585626083,12.338577959566177,0.1533470366838865,0.05635543587483013,0.3118268150474729,0.9399167162403331
14,1.0771883085534728,11.598767476750686,1.051280632359684,11.4535795566197,0.1514987430591085,0.05181535108089305,0.2903758468057372,0.9386068476977568
15,1.3137545513888615,8.470004220248052,1.288169856608169,8.329267238609885,0.1476157778497931,0.05116939978911311,0.28147382172755897,0.9540757749712974
16,1.1861747143358106,15.836531500564888,1.162896570682299,15.685128760585366,0.15120913213684867,0.04655627837447102,0.30280567656614277,0.9326177698270721
17,1.5696313126550938,17.25288264377435,1.5493677418905634,17.096817021639588,0.14864922544169565,0.04052712256885612,0.31213145666314585,0.9375
18,1.1776377940373388,15.074965782782161,1.1580433276598785,14.921680922644507,0.1490012328526789,0.03918893484951142,0.3065698221080789,0.9430232558139535
19,1.0549122506235602,25.80776776767973,1.0336305968562574,25.60576521792743,0.15203924877590094,0.04256330378895392,0.40400502289412543,0.9175320708613317
20,1.1478455686311417,18.221069296307274,1.1272683442559646,18.06723096131004,0.149116437423332,0.04115445640455124,0.3076766011256136,0.9423963133640553
21,0.9368632818597011,21.786916856923582,0.9185783913529021,21.641099235827202,0.14954235589978584,0.03656976942783895,0.29163522810037984,0.9446709376820035
22,0.8791092121106052,22.153164598772204,0.8600581687142074,21.996407481333193,0.1510116060678319,0.03810207242369227,0.31351454192037254,0.9438332368268674
23,0.821135787576607,24.395346707235532,0.8030119825627287,24.230625695879816,0.1507344889844788,0.03624760969754436,0.3294420792525144,0.9413813116656994
