epoch,train_loss,val_loss,train_object_loss,train_event_loss,train_attribute_loss,val_object_loss,val_event_loss,val_attribute_loss,val_object_macro_f1,val_event_macro_f1,val_attribute_macro_f1,train_changeflag_loss,val_changeflag_loss,val_changeflag_f1
1,2.4802619664723635,2.1962873747474267,0.6368548663062904,0.8619124279677413,0.7562410644902527,0.562829683485784,0.78968556303727,0.6716005551187616,0.13127937617436525,0.21416919556160643,0.11413009719770856,0.45050717947137264,0.3443432097372256,0.9084745762711864
2,2.0061724122243985,2.0143850383005644,0.47412302020851893,0.7432590186140919,0.639971622983918,0.5092818286073836,0.7451120458151165,0.6254080494767741,0.15326646379723788,0.23248668742684786,0.15021535064107921,0.29763750515821324,0.2691661970395791,0.9294512877939529
3,1.8251501012394447,1.9265249826406177,0.4245392052271894,0.6897142989034871,0.5984304146912262,0.4916018635818833,0.7198662028500908,0.6045158901496938,0.18499214852111448,0.24815385852454666,0.1661410815665513,0.22493234390520866,0.22108204545159088,0.9433526011560693
4,1.6950295508362865,1.8637588243735463,0.39071303264785356,0.6491140893852437,0.5695454319014804,0.47272965645319537,0.7059687854428041,0.5897065659886912,0.1973027949274239,0.25875454776368595,0.18199620108582434,0.17131399926338486,0.19070764082042793,0.9523255813953488
5,1.5782786516742853,1.8487734724032252,0.3592294584248812,0.6075372825597078,0.5424048770930021,0.47417750503671796,0.6998783199018553,0.5862981975078583,0.18757240664052874,0.25517613464054995,0.17920648320559562,0.13821406850150522,0.1768388983450438,0.9548916227299356
6,1.486028487445744,1.8232107907533646,0.33260831293713955,0.576196278324564,0.5211069897840951,0.4707569523077262,0.6912653605012518,0.5773374961787149,0.20254976466625343,0.2548664981527537,0.18052157986356654,0.11223380187995562,0.16770197647182564,0.9568717653824037
7,1.4101965072500797,1.8357997070017613,0.31144033531651244,0.5463703716074237,0.5034785778012895,0.47890206465595647,0.6953190535699066,0.5798425463665473,0.20709138112567396,0.2637519163900555,0.18144048475826868,0.09781443418664787,0.16347205452620983,0.9559600704638873
8,1.335730363394468,1.8315478508409702,0.2909536510705948,0.5170393106136614,0.4868975236215664,0.47144592749445063,0.7017196722720799,0.5754426370717978,0.20858261349054188,0.26453625306195144,0.19533344425393662,0.08167974980732867,0.16587924202413937,0.9548387096774194
9,1.2831590539626492,1.8474768886440678,0.2766936519218765,0.4955863763812844,0.4752787772480768,0.4834177755799733,0.7040698480253157,0.5772894857157218,0.21450074404445105,0.26222482940601977,0.19648582916290444,0.0712004966948551,0.16539952256961873,0.9533255542590432
10,1.2187110727069943,1.8493504983029867,0.25719260828185625,0.471458301289391,0.45941351365497096,0.48452797605607073,0.7086157043905634,0.5735024842188546,0.21346368842732635,0.2751351956490581,0.19694203233917365,0.061293291887766076,0.16540867884300256,0.956369982547993
