epoch,train_loss,val_loss,train_object_loss,val_object_loss,val_object_macro_f1,train_changeflag_loss,val_changeflag_loss,val_changeflag_f1
1,0.8453781600216873,0.7133965727530027,0.6285180651959572,0.5515779852867126,0.15282017770964398,0.43372019192644656,0.3236371812067534,0.9098039215686274
2,0.5959594313424962,0.6361541904901203,0.4573706645546979,0.5073164944586,0.193567655412061,0.277177526978136,0.25767539323944794,0.927437641723356
3,0.5026224394336002,0.6217104337717357,0.39914681279022274,0.5046947269063247,0.18583206524736853,0.20695125493612,0.23403140941732808,0.9372434017595308
4,0.43351911338231036,0.5996982455253601,0.35509064031466275,0.4959122117020582,0.20091419337135288,0.15685694602154593,0.20757206607806056,0.9433080070134424
5,0.3784119630132923,0.5936859567698679,0.31754195724279827,0.4980526435139932,0.2069307763264976,0.121740011711612,0.1912666102381129,0.950781702374059
6,0.33287297826231893,0.5973549212672209,0.2849781010442108,0.5054697705138671,0.2069190398834704,0.09578975452152827,0.18377028876229337,0.9531066822977726
7,0.289268258532495,0.5907338355716906,0.2514108600279757,0.49974561570898485,0.21191123181636748,0.07571479824606243,0.1819764254124541,0.9518213866039953
8,0.25197429955005646,0.6468304227057257,0.22238440208762655,0.5507690783001875,0.20858901965982268,0.059179796815942265,0.192122682929039,0.9481132075471698
9,0.2152185318351702,0.6588542810396144,0.19328169223233943,0.5644029423006272,0.21357328702102732,0.0438736796819868,0.18890266943919032,0.9479227618490346
10,0.18341436339471176,0.7194008973280066,0.16755049943013955,0.6255951561523896,0.2014331932050177,0.03172772777984843,0.18761149617402176,0.9489736070381232
11,0.15758896988766793,0.7420399190956041,0.14420880365917702,0.6449584740361101,0.21176494361154838,0.02676033215128056,0.19416289443248197,0.951716114019779
12,0.13646101030229613,0.7569333544295085,0.12576504125622393,0.6570126360870505,0.2200048277204942,0.02139193749496045,0.19984142776382596,0.9466275659824047
13,0.11441074482357229,0.8242399382748102,0.10608759499688185,0.7199869299503533,0.1944845944801141,0.01664629971381021,0.20850602223684914,0.943952802359882
14,0.09665624353721852,0.8723074246786142,0.09044996882212981,0.7703056538624591,0.18326585615340604,0.012412549723437383,0.20400354398512527,0.9473067915690867
15,0.08296295980574521,0.9065841816757855,0.07730809272131847,0.8023046554605427,0.19690911653882429,0.011309734316372121,0.20855904512695575,0.9481654047757717
16,0.07113481745237613,1.0025888299079317,0.066511410594214,0.892121164716388,0.1874055987928863,0.009246813081816295,0.2209353068794467,0.9475545079552151
17,0.061374181241707036,1.0155062460781712,0.057032170755262596,0.90392505054019,0.18853485408778167,0.008684020972888888,0.22316237186130725,0.9518840579710145
18,0.0532512205105474,1.0497306114748906,0.04994477644448972,0.9382576962050638,0.18711898532510776,0.006612888132115357,0.2229458606850944,0.9498834498834499
19,0.0478373448158266,1.0918700797973495,0.044630882948750755,0.9820707006330945,0.17775135166940284,0.006412923663058354,0.21959875651488178,0.9503214494447692
20,0.04190432800705196,1.097857218676884,0.03936472816662934,0.9867906263833376,0.18126370176928777,0.005079199961663885,0.22213318711146712,0.950379451255108
21,0.038073618619041585,1.1295749500001733,0.03589538028392628,1.0163333013800806,0.1841519345265267,0.004356476397409978,0.2264832764079696,0.9476135040745053
22,0.03555644906431664,1.1719491922933805,0.033382853763249086,1.056931448291595,0.18436135633025205,0.004347190937162413,0.23003546560281202,0.9492711370262391
23,0.03187785906191091,1.1580042053308142,0.029841424385441167,1.0428607630004223,0.18466516944315517,0.0040728692054208225,0.23028686831362152,0.9531615925058547
