epoch,train_loss,val_loss,train_object_loss,val_object_loss,val_object_macro_f1,train_changeflag_loss,val_changeflag_loss,val_changeflag_f1
1,1.150933655163714,1.0990859050499766,0.921556185220034,0.9219788422710017,0.1699824500176421,0.45875494511982867,0.3542141106567885,0.8991130820399114
2,0.8702630823805132,1.0351841465422982,0.7129423172419308,0.8919994125240728,0.18553236067688852,0.3146415377846201,0.2863694484296598,0.9154849688031764
3,0.7249894483398845,1.0472192591742466,0.6008687171772236,0.91793594901499,0.22635784802802517,0.24824146624967341,0.2585666320825878,0.9242513211978861
4,0.6071213324561374,1.0523697639766492,0.5073397691923244,0.9385292886903411,0.20695882835156434,0.19956312749449534,0.22768093645572662,0.9375722543352601
5,0.5149490412409979,1.0788619032031612,0.43356191088225093,0.9749267497345021,0.20769172650819465,0.16277425969374998,0.20787031360362707,0.9438332368268674
6,0.4379953701077527,1.1330557261642658,0.3714722717991312,1.0368551462888718,0.21181999481311795,0.1330461973281762,0.19240115857438037,0.951048951048951
7,0.3680767112105857,1.1583389628090357,0.3134563700615905,1.0655757184875638,0.21412832416004593,0.10924068337860908,0.18552649687779577,0.946752486834406
8,0.31062504194165,1.3108944834062928,0.26560336601643164,1.2144579734457166,0.21814414318384792,0.0900433515802822,0.19287305050774625,0.9478617457527827
9,0.2609884449998841,1.4334892260008736,0.22609903794208555,1.339217142054909,0.21414259125721924,0.0697788160351169,0.18854418004813947,0.9472450175849941
10,0.21833460328688148,1.60342234059384,0.19165344433930084,1.5121893023974018,0.2156042562365874,0.053362319075310506,0.18246606707965074,0.9516034985422741
11,0.18490166268275895,1.634534362311426,0.16247872701128022,1.5406402181833982,0.2256859054148838,0.04484587148514413,0.18778827011977373,0.951716114019779
12,0.15752272063311729,1.762134410244854,0.1403222953090231,1.6624329734201495,0.2187164443941965,0.03440085033537777,0.1994028680614735,0.9508196721311475
13,0.13148531329085808,1.9282752369579517,0.11802499326130816,1.8257289915590693,0.2054728298412474,0.026920641075734417,0.20509251040455542,0.9482961222091657
