epoch,train_loss,val_loss,train_object_loss,train_event_loss,train_attribute_loss,val_object_loss,val_event_loss,val_attribute_loss,val_object_macro_f1,val_event_macro_f1,val_attribute_macro_f1,train_changeflag_loss,val_changeflag_loss,val_changeflag_f1
1,1.382121486063222,0.88430171577554,0.3743340713149719,0.41185454330371535,0.3871827246123598,0.2107587284163425,0.2776658323250319,0.23966403305530548,0.07086851628468034,0.06029775553551394,0.01611677913691695,0.41750029320935256,0.3124262416049054,0.9148446490218642
2,0.7623219849499128,0.7150499507000572,0.17091360847458584,0.2532754256070115,0.21176466846284064,0.15817163806212575,0.2400202974677086,0.19511293600264348,0.07282051282051281,0.0694959744904251,0.03214756258234519,0.25273655832723807,0.2434901202979841,0.9335585585585585
3,0.6465245289656952,0.6695544519706776,0.13831069064504317,0.22942975311333896,0.1877988060467116,0.14511571706909882,0.23060764960552516,0.18436914398089835,0.07618505126554063,0.07291036889812981,0.03294104505072806,0.18197055149624367,0.21892389694326803,0.9394299287410927
4,0.5854093835099052,0.6464388562660468,0.12470840992590854,0.21733293551525087,0.17800469798896149,0.13996373567926257,0.22740452471924455,0.1803283789440205,0.07932703238169476,0.07668993314410219,0.036546035233029746,0.13072668334454982,0.19748442972961225,0.9485511531638084
5,2.01555687052603,2.0541729491792227,0.49236955146753153,0.7758108577655471,0.69166576225339,0.5385059634909818,0.7744871443627697,0.6475996438805994,0.16027070895452278,0.23621471283870152,0.1654154846908674,0.1114213628737071,0.18716037920431086,0.9470622454915648
6,1.6967917016444316,1.9751722557764304,0.40555991505393546,0.6587021796757938,0.5859044467219869,0.513102983467673,0.752564415727791,0.6199273193549169,0.18411320237888049,0.24312357436657347,0.1766466670521292,0.09325031016221028,0.17915503857167145,0.9528795811518325
7,1.5823768395503968,1.9702437316116534,0.372521311044693,0.6140280488793176,0.5571278686286839,0.5115734734817555,0.7515765546183837,0.6163461378922588,0.20026298554674896,0.25673457943389116,0.18410967332560602,0.07739919051527977,0.1814951304542391,0.9485981308411215
8,1.4760676522291343,1.986914929982863,0.3402082427539898,0.5732591591263545,0.5306557127992615,0.5176260343409682,0.7579925390646646,0.6205317688811767,0.21270109364173237,0.26125844382074626,0.19475387000260022,0.06388905992774108,0.18152916598084726,0.9509746012994684
9,1.385397735442824,1.9728472009301186,0.3144688079602846,0.5349539479681553,0.5092593888745053,0.5143295012316421,0.7551231388198701,0.6140820924192667,0.20858912177830424,0.26196674262546304,0.18857001352807323,0.053431180014296344,0.17862488603905627,0.9553466509988249
10,1.2952141434181736,2.0106627129410444,0.28580372240252166,0.4992787521759062,0.48851662783222344,0.5221364530489633,0.7731732637866547,0.6203812783289897,0.20443634341615616,0.2603730840276726,0.1906645952481303,0.04323006607592106,0.18994347182543656,0.9489311163895487
11,1.2157333930030123,2.0385552446701025,0.26471515523113365,0.4647988328951916,0.46691717514554965,0.5284361745672006,0.7868763271131014,0.6248851258699831,0.218687290674647,0.26699773285994677,0.19694403461911683,0.038604449679833334,0.19671526075781962,0.9497338852749853
12,1.1435202310103496,2.0462618340787135,0.24365489105231888,0.4333172108380849,0.44957485544772546,0.5360450614733916,0.7928237299385824,0.6218821786736187,0.21388129425108113,0.261801959841985,0.19765002821351327,0.03394653045266639,0.1910217407306558,0.9495896834701055
13,1.072316400877392,2.12566000674116,0.22309398378124673,0.4026388259789416,0.43220127971117733,0.5607583980125032,0.8277605771038093,0.6361475310925591,0.20309884871289477,0.2705255242220857,0.1941475892708239,0.0287646155960801,0.2019869954276242,0.944872554831061
14,1.0081830156668452,2.1055263880836335,0.20625845860433942,0.3754662006865931,0.41367528593267194,0.5671757302296004,0.8091485947860699,0.6310630262290177,0.21450196877870698,0.28167115066722065,0.20384826615121257,0.025566125039779047,0.19627807353084026,0.9487934078869924
15,0.9535609642967923,2.1519633809986867,0.1917701695711558,0.35104814149041214,0.3989061039822702,0.5711208645156339,0.846451413131466,0.6364215133025458,0.22718200396835478,0.27208618356270664,0.2042458948635508,0.02367309365023411,0.19593915206037069,0.9513196480938416
16,0.9002523636089936,2.267377574584986,0.1772686073570761,0.32877297961074886,0.38387273923131343,0.6099235417174274,0.8987575454735443,0.656514024361968,0.21073829354302584,0.26007256266175255,0.19630751174196148,0.020676067052764518,0.2043648213148117,0.9473684210526315
17,0.8539462471736297,2.2339346779412343,0.16560262657758842,0.30948023168185285,0.36960294182973963,0.6068568464711701,0.8802774182863926,0.6475339097608077,0.22050617698921826,0.2673829630928812,0.2054232152404408,0.018520892377345617,0.1985329620932278,0.9513766842413591
18,0.8177843653518735,2.295444244420842,0.1567783670798513,0.2928095561174946,0.3591884734066388,0.6267284471051473,0.9136652787166991,0.6547772750062378,0.22101026790063708,0.2669425344771645,0.2080024195634549,0.01801593665332171,0.2005465363495444,0.9521586931155193
19,0.7762880552816027,2.323215282080989,0.1462898285106848,0.27589674771742057,0.34647514301401966,0.6277113844591536,0.9360523300833608,0.6584289737633968,0.22200643061310574,0.2629239030666338,0.21266364606403543,0.015252662488465546,0.20204516475726114,0.9528795811518325
20,0.745538592338562,2.3577043065115024,0.13813478499650955,0.2635475262885785,0.3365020483504725,0.6565804330534056,0.9330382726008171,0.6647647116333246,0.21424069703557125,0.27185961848439316,0.2081477978071875,0.014708467225992042,0.20664174590063722,0.949648711943794
21,0.7197126955476426,2.4226450732860125,0.13266549549484982,0.2513030712841121,0.32840861459724774,0.6752655340211564,0.9687672417708918,0.6746727683532395,0.21063632153033676,0.2691945582400394,0.2022511225281479,0.014671020149359948,0.2078790595803998,0.9489736070381232
22,0.6987500047410717,2.481226902062956,0.12729905380775,0.24351215692421863,0.3210979324715738,0.6912757161220437,1.0004470675791566,0.6842653523444345,0.21336195975604325,0.26639690776581576,0.1970456978597356,0.013681723235018609,0.21047750399693063,0.9478005865102639
23,0.6770386377363714,2.4752027300235473,0.12200353288923511,0.2345049580317417,0.3142531216144562,0.6898139655884159,0.9936113278626612,0.6862693003035689,0.218773893885955,0.2664342317527122,0.20165241242073315,0.012554050586719549,0.2110162830029271,0.9476778365667254
24,0.6585875913387037,2.4927345692719283,0.11830097016032415,0.2260273162645238,0.30853956573792085,0.6932037969021813,1.0056230449852974,0.689289881602714,0.2154783398423065,0.2716159676533462,0.20186153885611033,0.01143947855626297,0.20923570188154517,0.9489736070381232
25,0.6472462961691936,2.488464015879129,0.11559820965728687,0.22189971224497293,0.30389249518172434,0.6956737854419962,1.004896397506328,0.683642820308083,0.2199172027524234,0.2641379614534884,0.20212129647059696,0.01171175190709702,0.20850195804316746,0.950379451255108
26,0.6371941803065875,2.5436632415573848,0.11332131421748008,0.21733773903537343,0.30071797159336905,0.7097506963059699,1.0338308861675232,0.695288025136841,0.2162362052366835,0.2656433437911771,0.20352572711849207,0.011634303100463999,0.2095872253473652,0.9484173505275498
27,0.6303446559050611,2.5233365885521235,0.1119217584833844,0.2147434228704176,0.29780784909051794,0.6999462540996703,1.025889063008914,0.693298265386961,0.2019390426093385,0.2611864226244539,0.20358713956389093,0.011743255876687193,0.20840599356023104,0.9485380116959065
28,0.6218103743691481,2.5285024590006002,0.10964309515161369,0.21101819627157603,0.2955533601628005,0.7144973306475502,1.0206940742209554,0.6890110921016649,0.2206249613402209,0.26139776545558885,0.20271189361959263,0.011191447958606118,0.2085998821513433,0.9516034985422741
29,0.6196769701160547,2.507211706944202,0.10940100502876834,0.21043577813010178,0.29438150691167086,0.7006608532545598,1.0175439632546746,0.6835958434170798,0.22580428624798712,0.2642506713094311,0.201933201612992,0.010917357824927637,0.2108220063444031,0.955310504933256
30,0.6139696527073402,2.5349880219682266,0.10857254403238079,0.20713413330434843,0.292998950786263,0.7085938450243128,1.0336020269284123,0.6877344477137453,0.2239821498091631,0.2610854647370417,0.20249166265552984,0.010528045432741632,0.21011541666168915,0.9540964555490994
