epoch,train_loss,val_loss,train_object_loss,train_event_loss,train_attribute_loss,val_object_loss,val_event_loss,val_attribute_loss,val_object_macro_f1,val_event_macro_f1,val_attribute_macro_f1,train_changeflag_loss,val_changeflag_loss,val_changeflag_f1
1,3.457770760732753,3.296170849549143,0.9670790593132718,1.1340430287914423,1.117560307943184,0.951591648553547,1.118757122441342,1.037086938556872,0.1627597387325224,0.21263638563511902,0.1532391316263718,0.4781767236822434,0.3774702745048623,0.8929359823399559
2,2.9402318091792914,3.081722937132183,0.78235767861359,1.0004139933877318,0.989709930565521,0.8894459166024861,1.0604149824694584,0.9806617388599798,0.17956211716411644,0.22889778599435817,0.16652062081909666,0.33550041083616156,0.30240057761731903,0.9194891726818434
3,2.6566173993904174,2.98545977002696,0.6908305046212582,0.9174849563882551,0.9170350405096098,0.8689849357071676,1.0355808342757977,0.9549258923844287,0.2013713875060046,0.2456191732434355,0.1791595592053792,0.2625337648027726,0.2519362545327136,0.9333333333333333
4,2.430571393202279,2.8881119364186336,0.6171028516219772,0.8497925969480559,0.8591956919386187,0.8369618779734561,1.0171107885084654,0.9260224550962448,0.2280715922604277,0.2595943739810448,0.1887162143466504,0.20896051852530195,0.21603359634938993,0.9400921658986175
5,2.2354623370498192,2.855580609095724,0.554604179759062,0.788691787319329,0.8070358957043131,0.8488555817227614,1.0009004289382382,0.9094181343128807,0.20558677858359928,0.2646698662773413,0.19063578697480346,0.17026090394449597,0.1928130003966783,0.9527649769585254
6,2.0716840374560754,2.8570203075283453,0.5004937821672163,0.7379070288352384,0.760372655082295,0.8540560018859411,1.0091260142232243,0.9042525922781542,0.2089422181978475,0.26704449706872974,0.19674665627701918,0.14582111493094277,0.17917143514281825,0.9543088490456911
7,1.9258838600784767,2.913654272493563,0.4540025650999928,0.6868106417983543,0.7213968507206167,0.8874740743715512,1.03611548166526,0.9039092510938644,0.2167798604910511,0.26832658451798874,0.19665206573580596,0.1273475993168718,0.17231092837296033,0.9532062391681109
8,1.7880017420717778,3.0122163813365135,0.40935424129471526,0.6417351986160715,0.6804544843790186,0.9304236420675328,1.0783800341581042,0.9203022487069431,0.22864970937405882,0.2807083922526044,0.20226206418538453,0.1129156265777486,0.16622088212323816,0.9555555555555556
9,1.6666017270270195,3.0579548454598378,0.37174186121871455,0.5985480838149558,0.6464198541095239,0.9510721084906867,1.1060340637831312,0.9187104868653574,0.22131464614634558,0.280496928354998,0.20778309455420155,0.09978384082383326,0.1642764440100444,0.9576320371445154
10,1.547171174114897,3.156868528378637,0.3345070704249025,0.5577783866693046,0.6112218417284143,0.9900376550657185,1.1368787288665771,0.9449181833157414,0.2202955460034761,0.28407259102706756,0.1996321956725702,0.08732776002574513,0.1700677431041473,0.9559082892416225
11,1.4416109132402726,3.291015153652743,0.30546533435810613,0.5199470276595982,0.5766017835103828,1.055671617584793,1.1823316933097023,0.9678616015926788,0.2158363164843814,0.28626401940940105,0.205917832276731,0.07919351773635122,0.1703004943893144,0.9540636042402827
12,1.353053892841776,3.35923041834643,0.2797565832165361,0.48830854255734507,0.54942708502289,1.0928662877137725,1.2101597630075718,0.9721824648348909,0.2267956785385881,0.28055346531063513,0.20748080164894753,0.07112336286720429,0.16804381479558192,0.9533799533799534
13,1.263138979445887,3.456170127972176,0.25525426659875244,0.45556539456352935,0.5209063298374642,1.1365610493445082,1.2486429734057503,0.9860483288372818,0.21395252540206974,0.2765748775508217,0.20565091469947863,0.06282597417651697,0.16983539027799116,0.9571344685848503
